mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_depth,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.4112990856170654,0.014395475387573242,0.8292682926829268,1.0,6,100,"{'n_estimators': 100, 'max_depth': 6}",1,0.8055555555555556,1.0,0.7647058823529411,1.0,0.8125,1.0,0.875,1.0,0.9,1.0,0.08665230737313724,0.015732110072812524,0.0486385528739074,0.0
0.33315048217773435,0.007583332061767578,0.823170731707317,1.0,6,50,"{'n_estimators': 50, 'max_depth': 6}",2,0.7777777777777778,1.0,0.7941176470588235,1.0,0.8125,1.0,0.875,1.0,0.8666666666666667,1.0,0.1130135640369801,0.005546272550179682,0.03898395551858808,0.0
0.029079723358154296,0.004592132568359375,0.6219512195121951,0.8064898083881292,2,5,"{'n_estimators': 5, 'max_depth': 2}",5,0.5833333333333334,0.8046875,0.5588235294117647,0.8307692307692308,0.6875,0.803030303030303,0.75,0.7954545454545454,0.5333333333333333,0.7985074626865671,0.006552407897595614,0.0032299783605109506,0.08141118166117765,0.012571409745285225
0.05857615470886231,0.021696043014526368,0.7682926829268293,0.948007917145044,6,5,"{'n_estimators': 5, 'max_depth': 6}",4,0.7777777777777778,0.9296875,0.6470588235294118,0.9384615384615385,0.6875,0.9621212121212122,0.90625,0.9545454545454546,0.8333333333333334,0.9552238805970149,0.02866157967166478,0.01611275834015473,0.09395695628323779,0.012006378714863125
0.2594038486480713,0.003148794174194336,0.823170731707317,1.0,4,50,"{'n_estimators': 50, 'max_depth': 4}",2,0.8055555555555556,1.0,0.7352941176470589,1.0,0.8125,1.0,0.90625,1.0,0.8666666666666667,1.0,0.05030546064017645,0.0003126280562279444,0.05817334300328201,0.0
